ds,y,index
9/1/2016,102.7637,380
10/1/2016,91.4867,381
11/1/2016,92.89,382
12/1/2016,112.7694,383
1/1/2017,114.8505,384
2/1/2017,99.4901,385
3/1/2017,101.0396,386
4/1/2017,88.353,387
5/1/2017,92.0805,388
6/1/2017,102.1532,389
7/1/2017,112.1538,390
8/1/2017,108.9312,391
9/1/2017,98.6154,392
10/1/2017,93.6137,393
11/1/2017,97.3359,394
12/1/2017,114.7212,395
1/1/2018,129.4048,396
