ds,y,index
1989-05,160.1,400
1989-06,135.6,401
1989-07,141.8,402
1989-08,159.9,403
1989-09,145.7,404
1989-10,183.5,405
1989-11,198.2,406
1989-12,186.8,407
1990-01,172,408
1990-02,150.6,409
1990-03,163.3,410
1990-04,153.7,411
1990-05,152.9,412
1990-06,135.5,413
1990-07,148.5,414
1990-08,148.4,415
1990-09,133.6,416
1990-10,194.1,417
1990-11,208.6,418
1990-12,197.3,419
1991-01,164.4,420
1991-02,148.1,421
1991-03,152,422
1991-04,144.1,423
1991-05,155,424
1991-06,124.5,425
1991-07,153,426
1991-08,146,427
1991-09,138,428
1991-10,190,429
1991-11,192,430
1991-12,192,431
1992-01,147,432
1992-02,133,433
1992-03,163,434
1992-04,150,435
1992-05,129,436
1992-06,131,437
1992-07,145,438
1992-08,137,439
1992-09,138,440
1992-10,168,441
1992-11,176,442
1992-12,188,443
1993-01,139,444
1993-02,143,445
1993-03,150,446
1993-04,154,447
1993-05,137,448
1993-06,129,449
1993-07,128,450
1993-08,140,451
1993-09,143,452
1993-10,151,453
1993-11,177,454
1993-12,184,455
1994-01,151,456
1994-02,134,457
1994-03,164,458
1994-04,126,459
1994-05,131,460
1994-06,125,461
1994-07,127,462
1994-08,143,463
1994-09,143,464
1994-10,160,465
1994-11,190,466
1994-12,182,467
1995-01,138,468
1995-02,136,469
1995-03,152,470
1995-04,127,471
1995-05,151,472
1995-06,130,473
1995-07,119,474
1995-08,153,475
