ds,y,index
11/24/2013,19.125,327
11/25/2013,21.25,328
11/26/2013,21.25,329
11/27/2013,19.125,330
11/28/2013,18.625,331
11/29/2013,17.75,332
11/30/2013,17.875,333
12/1/2013,18,334
12/2/2013,17.25,335
12/3/2013,17.5,336
12/4/2013,17.14285714,337
12/5/2013,17.14285714,338
12/6/2013,16.125,339
12/7/2013,16,340
12/8/2013,16.5,341
12/9/2013,16.125,342
12/10/2013,15.5,343
12/11/2013,16.625,344
12/12/2013,17.75,345
12/13/2013,17.14285714,346
12/14/2013,16.14285714,347
12/15/2013,15.5,348
12/16/2013,15.25,349
12/17/2013,14.75,350
12/18/2013,14.875,351
12/19/2013,16.125,352
12/20/2013,15.375,353
12/21/2013,14.75,354
12/22/2013,15.25,355
12/23/2013,14.25,356
12/24/2013,13.5,357
12/25/2013,13.66666667,358
12/26/2013,12.125,359
12/27/2013,11.875,360
12/28/2013,10.875,361
12/29/2013,10.57142857,362
12/30/2013,12.375,363
12/31/2013,14.5,364
1/1/2014,13.375,365
1/2/2014,11,366
1/3/2014,12.5,367
1/4/2014,12.875,368
1/5/2014,12.375,369
1/6/2014,11.42857143,370
1/7/2014,12.14285714,371
1/8/2014,11.875,372
1/9/2014,12.83333333,373
1/10/2014,12.375,374
1/11/2014,12.125,375
1/12/2014,12.875,376
1/13/2014,14,377
1/14/2014,14.875,378
1/15/2014,12,379
1/16/2014,12.28571429,380
1/17/2014,12,381
1/18/2014,12.5,382
1/19/2014,14.5,383
1/20/2014,14.625,384
1/21/2014,13.57142857,385
1/22/2014,15.25,386
1/23/2014,15.625,387
1/24/2014,13.875,388
1/25/2014,11.75,389
1/26/2014,14.375,390
1/27/2014,16.625,391
1/28/2014,16.625,392
1/29/2014,14.875,393
1/30/2014,14.5,394
1/31/2014,14.75,395
2/1/2014,14,396
2/2/2014,15.25,397
2/3/2014,18.42857143,398
2/4/2014,18.85714286,399
2/5/2014,17,400
2/6/2014,18.5,401
2/7/2014,19.625,402
2/8/2014,13.625,403
2/9/2014,12.875,404
2/10/2014,12.625,405
2/11/2014,13.375,406
2/12/2014,13.25,407
2/13/2014,15.25,408
2/14/2014,13,409
2/15/2014,12.375,410
2/16/2014,13.5,411
2/17/2014,15.125,412
2/18/2014,15.25,413
2/19/2014,15.125,414
2/20/2014,16.125,415
2/21/2014,17.125,416
2/22/2014,16.625,417
2/23/2014,16.5,418
2/24/2014,16.375,419
2/25/2014,18.125,420
2/26/2014,18.75,421
2/27/2014,18.625,422
2/28/2014,15.625,423
3/1/2014,16.14285714,424
3/2/2014,16.125,425
3/3/2014,17.875,426
3/4/2014,18.75,427
3/5/2014,18.875,428
3/6/2014,18.375,429
3/7/2014,18.5,430
3/8/2014,19.875,431
3/9/2014,22,432
3/10/2014,20,433
3/11/2014,20.71428571,434
3/12/2014,20,435
3/13/2014,19,436
3/14/2014,19.625,437
3/15/2014,21.625,438
3/16/2014,23.125,439
3/17/2014,26.25,440
3/18/2014,24.85714286,441
3/19/2014,21.75,442
3/20/2014,21.5,443
3/21/2014,22.5,444
3/22/2014,25,445
3/23/2014,22.75,446
3/24/2014,22.375,447
3/25/2014,24.625,448
3/26/2014,25.125,449
3/27/2014,23.5,450
3/28/2014,24.42857143,451
3/29/2014,25.875,452
3/30/2014,24.125,453
3/31/2014,24.125,454
4/1/2014,24.875,455
4/2/2014,26.75,456
4/3/2014,25,457
4/4/2014,25.85714286,458
4/5/2014,27.375,459
4/6/2014,30.125,460
4/7/2014,27.25,461
4/8/2014,25.75,462
4/9/2014,25.75,463
4/10/2014,26.375,464
4/11/2014,28.14285714,465
4/12/2014,29.125,466
4/13/2014,26.875,467
4/14/2014,27.625,468
4/15/2014,29,469
4/16/2014,27.125,470
4/17/2014,26.375,471
4/18/2014,24.25,472
4/19/2014,25.625,473
4/20/2014,27,474
4/21/2014,28,475
4/22/2014,29.375,476
4/23/2014,29.125,477
4/24/2014,29.375,478
4/25/2014,30.625,479
4/26/2014,31.5,480
4/27/2014,30.625,481
4/28/2014,31.5,482
4/29/2014,32.125,483
4/30/2014,33.25,484
5/1/2014,34.875,485
5/2/2014,34.375,486
5/3/2014,31.75,487
5/4/2014,31.875,488
5/5/2014,29.75,489
5/6/2014,29.57142857,490
5/7/2014,31.75,491
5/8/2014,31.375,492
5/9/2014,30.5,493
5/10/2014,30,494
5/11/2014,29.625,495
5/12/2014,28,496
5/13/2014,25.25,497
5/14/2014,26.875,498
5/15/2014,29.5,499
5/16/2014,31.125,500
5/17/2014,29.875,501
5/18/2014,31.5,502
5/19/2014,32.375,503
5/20/2014,31.125,504
5/21/2014,33,505
5/22/2014,33.25,506
5/23/2014,34.625,507
5/24/2014,31.5,508
5/25/2014,31.5,509
5/26/2014,30.125,510
5/27/2014,31.875,511
5/28/2014,33.625,512
5/29/2014,35.25,513
5/30/2014,33.125,514
5/31/2014,34.625,515
6/1/2014,32.75,516
6/2/2014,32.75,517
6/3/2014,34.875,518
6/4/2014,35.25,519
6/5/2014,36.875,520
6/6/2014,37.5,521
6/7/2014,38.5,522
6/8/2014,37.625,523
6/9/2014,37.875,524
6/10/2014,37.25,525
6/11/2014,37.625,526
6/12/2014,32.875,527
6/13/2014,30.25,528
6/14/2014,30.5,529
6/15/2014,33.875,530
6/16/2014,36.375,531
6/17/2014,36.875,532
6/18/2014,33.875,533
6/19/2014,35.75,534
6/20/2014,38,535
6/21/2014,36.875,536
6/22/2014,34.5,537
6/23/2014,32.125,538
6/24/2014,33,539
6/25/2014,32.25,540
6/26/2014,32.5,541
6/27/2014,34.75,542
6/28/2014,34.875,543
6/29/2014,33,544
6/30/2014,32,545
7/1/2014,31.375,546
7/2/2014,29.5,547
7/3/2014,28.875,548
7/4/2014,31.38888889,549
7/5/2014,34.70588235,550
7/6/2014,30.625,551
7/7/2014,34,552
7/8/2014,35,553
7/9/2014,36,554
7/10/2014,36.125,555
7/11/2014,36.625,556
7/12/2014,35.875,557
7/13/2014,31.625,558
7/14/2014,32.375,559
7/15/2014,33.125,560
7/16/2014,32.625,561
7/17/2014,30.75,562
7/18/2014,27.25,563
7/19/2014,29.875,564
7/20/2014,30.875,565
7/21/2014,32.125,566
7/22/2014,31.625,567
7/23/2014,30.625,568
7/24/2014,30.5,569
7/25/2014,30.75,570
7/26/2014,32.5,571
7/27/2014,31.71428571,572
7/28/2014,30,573
7/29/2014,30.25,574
7/30/2014,31.875,575
7/31/2014,32.5,576
8/1/2014,33.25,577
8/2/2014,30.125,578
8/3/2014,31.5,579
8/4/2014,30.5,580
8/5/2014,29.75,581
8/6/2014,32.125,582
8/7/2014,31.125,583
8/8/2014,31,584
8/9/2014,29.23529412,585
8/10/2014,28.5,586
8/11/2014,31.125,587
8/12/2014,32.125,588
8/13/2014,32.125,589
8/14/2014,30.375,590
8/15/2014,31.125,591
8/16/2014,30.42857143,592
8/17/2014,31.375,593
8/18/2014,31.875,594
8/19/2014,33,595
8/20/2014,33.25,596
8/21/2014,32.5,597
8/22/2014,33,598
8/23/2014,33.125,599
8/24/2014,33.125,600
8/25/2014,33.875,601
8/26/2014,34.125,602
8/27/2014,33.85714286,603
8/28/2014,29.625,604
8/29/2014,30.375,605
8/30/2014,28.625,606
8/31/2014,27.625,607
9/1/2014,29.42857143,608
9/2/2014,29.25,609
9/3/2014,28.625,610
9/4/2014,27.875,611
9/5/2014,26.5,612
9/6/2014,28.5,613
9/7/2014,31,614
9/8/2014,31.25,615
9/9/2014,31,616
9/10/2014,28.75,617
9/11/2014,26.57142857,618
9/12/2014,28.5,619
9/13/2014,29.375,620
9/14/2014,29.125,621
9/15/2014,29.625,622
9/16/2014,30.625,623
9/17/2014,30.625,624
9/18/2014,30.5,625
9/19/2014,31,626
9/20/2014,31.125,627
9/21/2014,30.5,628
9/22/2014,30.625,629
9/23/2014,31,630
9/24/2014,29.625,631
9/25/2014,30,632
9/26/2014,30,633
9/27/2014,30.5,634
9/28/2014,30.25,635
9/29/2014,30.5,636
9/30/2014,30.625,637
10/1/2014,30.42857143,638
10/2/2014,30.375,639
10/3/2014,30.5,640
10/4/2014,31,641
10/5/2014,30.625,642
10/6/2014,30.625,643
10/7/2014,31,644
10/8/2014,28.75,645
10/9/2014,27.625,646
10/10/2014,27.125,647
10/11/2014,25.71428571,648
10/12/2014,26,649
10/13/2014,27.625,650
10/14/2014,24.5,651
10/15/2014,24.5,652
10/16/2014,23,653
10/17/2014,25,654
10/18/2014,24,655
10/19/2014,23.75,656
10/20/2014,24.75,657
10/21/2014,25.625,658
10/22/2014,25.75,659
10/23/2014,25.25,660
10/24/2014,25.5,661
10/25/2014,25.25,662
10/26/2014,25.125,663
10/27/2014,24.875,664
10/28/2014,25.125,665
10/29/2014,24.75,666
10/30/2014,23.875,667
10/31/2014,23.375,668
11/1/2014,22.5,669
11/2/2014,22.875,670
11/3/2014,23.375,671
11/4/2014,23.625,672
11/5/2014,22.75,673
11/6/2014,23,674
11/7/2014,24,675
11/8/2014,23.875,676
11/9/2014,24.125,677
11/10/2014,21.375,678
11/11/2014,19.25,679
11/12/2014,19.625,680
11/13/2014,18.5,681
11/14/2014,18.375,682
11/15/2014,18.625,683
11/16/2014,18.25,684
11/17/2014,17.75,685
11/18/2014,17.625,686
11/19/2014,17.5,687
11/20/2014,20.375,688
11/21/2014,18.25,689
11/22/2014,19.875,690
11/23/2014,17.125,691
11/24/2014,16.875,692
11/25/2014,16.5,693
11/26/2014,19.625,694
11/27/2014,18.125,695
11/28/2014,19.375,696
11/29/2014,20.25,697
11/30/2014,19.75,698
12/1/2014,20,699
12/2/2014,21.375,700
12/3/2014,25,701
12/4/2014,21.25,702
12/5/2014,17.75,703
12/6/2014,18.25,704
12/7/2014,17.25,705
12/8/2014,17,706
12/9/2014,15.28571429,707
12/10/2014,21.5,708
12/11/2014,19.625,709
12/12/2014,17.5,710
12/13/2014,16,711
12/14/2014,16.875,712
12/15/2014,16.625,713
12/16/2014,17.75,714
12/17/2014,12.875,715
12/18/2014,11.75,716
12/19/2014,11.75,717
12/20/2014,11.25,718
12/21/2014,9.5,719
12/22/2014,9.375,720
12/23/2014,9.625,721
12/24/2014,9.875,722
12/25/2014,9.25,723
12/26/2014,10.75,724
12/27/2014,10.375,725
12/28/2014,9,726
12/29/2014,11.125,727
12/30/2014,11.625,728
12/31/2014,12.375,729
1/1/2015,14.75,730
1/2/2015,14.875,731
1/3/2015,15.125,732
1/4/2015,14.125,733
1/5/2015,14,734
1/6/2015,12,735
1/7/2015,9.625,736
1/8/2015,10,737
1/9/2015,10.625,738
1/10/2015,11.125,739
1/11/2015,11,740
1/12/2015,10.625,741
1/13/2015,12.25,742
1/14/2015,12,743
1/15/2015,12.375,744
1/16/2015,13,745
1/17/2015,13.5,746
1/18/2015,13,747
1/19/2015,13.75,748
1/20/2015,13.375,749
1/21/2015,13.25,750
1/22/2015,12.625,751
1/23/2015,14.625,752
1/24/2015,12.375,753
1/25/2015,13.25,754
1/26/2015,13.75,755
1/27/2015,13.25,756
1/28/2015,11.71428571,757
1/29/2015,11.5,758
1/30/2015,12.75,759
1/31/2015,13.75,760
2/1/2015,15,761
2/2/2015,17.375,762
2/3/2015,16.75,763
2/4/2015,14.625,764
2/5/2015,14.625,765
2/6/2015,15.125,766
2/7/2015,15.875,767
2/8/2015,16.625,768
2/9/2015,16.875,769
2/10/2015,15.75,770
2/11/2015,16,771
2/12/2015,15.5,772
2/13/2015,17.25,773
2/14/2015,19.375,774
2/15/2015,18.875,775
2/16/2015,20.625,776
2/17/2015,21.14285714,777
2/18/2015,21.25,778
2/19/2015,22.75,779
2/20/2015,22.75,780
2/21/2015,21.875,781
2/22/2015,22.14285714,782
2/23/2015,21.5,783
2/24/2015,22.875,784
2/25/2015,23.125,785
2/26/2015,20,786
2/27/2015,19.25,787
2/28/2015,21.25,788
3/1/2015,17.375,789
3/2/2015,17.5,790
3/3/2015,16.25,791
3/4/2015,16.75,792
3/5/2015,18.75,793
3/6/2015,20,794
3/7/2015,18.375,795
3/8/2015,19.5,796
3/9/2015,18.125,797
3/10/2015,17.75,798
3/11/2015,18.25,799
3/12/2015,20.5,800
3/13/2015,21.375,801
3/14/2015,21.5,802
3/15/2015,17.625,803
3/16/2015,19.85714286,804
3/17/2015,20.875,805
3/18/2015,20.25,806
3/19/2015,21.125,807
3/20/2015,22.5,808
3/21/2015,24.875,809
3/22/2015,25.125,810
3/23/2015,24.75,811
3/24/2015,25.75,812
3/25/2015,26.625,813
3/26/2015,28.5,814
3/27/2015,27.375,815
3/28/2015,27,816
3/29/2015,25,817
3/30/2015,23.5,818
3/31/2015,25.25,819
4/1/2015,26.42857143,820
4/2/2015,28.71428571,821
4/3/2015,24.5,822
4/4/2015,21,823
4/5/2015,23.57142857,824
4/6/2015,25,825
4/7/2015,23.75,826
4/8/2015,25.625,827
4/9/2015,26,828
4/10/2015,27.125,829
4/11/2015,28.25,830
4/12/2015,24.375,831
4/13/2015,24.75,832
4/14/2015,26.25,833
4/15/2015,27.625,834
4/16/2015,25.25,835
4/17/2015,28.125,836
4/18/2015,30.125,837
4/19/2015,32.125,838
4/20/2015,32.875,839
4/21/2015,31.75,840
4/22/2015,30.75,841
4/23/2015,30.75,842
4/24/2015,31.125,843
4/25/2015,30.5,844
4/26/2015,28.75,845
4/27/2015,30.125,846
4/28/2015,31,847
4/29/2015,31.25,848
4/30/2015,32.625,849
5/1/2015,31.25,850
5/2/2015,30.125,851
5/3/2015,31,852
5/4/2015,30.875,853
5/5/2015,32.125,854
5/6/2015,34.125,855
5/7/2015,35.42857143,856
5/8/2015,34.125,857
5/9/2015,35.125,858
5/10/2015,35.125,859
5/11/2015,34,860
5/12/2015,33.125,861
5/13/2015,27.75,862
5/14/2015,29.625,863
5/15/2015,28.5,864
5/16/2015,30,865
5/17/2015,33.25,866
5/18/2015,35.375,867
5/19/2015,31.5,868
5/20/2015,33.125,869
5/21/2015,35.625,870
5/22/2015,36.25,871
5/23/2015,37.375,872
5/24/2015,36,873
5/25/2015,37.75,874
5/26/2015,35.25,875
5/27/2015,33.75,876
5/28/2015,34.75,877
5/29/2015,35.125,878
5/30/2015,32.25,879
5/31/2015,34.25,880
6/1/2015,29.375,881
6/2/2015,31.625,882
6/3/2015,28.625,883
6/4/2015,31.875,884
6/5/2015,32.625,885
6/6/2015,33.375,886
6/7/2015,35,887
6/8/2015,36.5,888
6/9/2015,37.625,889
6/10/2015,36.625,890
6/11/2015,35.625,891
6/12/2015,35.875,892
6/13/2015,31.125,893
6/14/2015,27,894
6/15/2015,31,895
6/16/2015,32.375,896
6/17/2015,33.875,897
6/18/2015,35.125,898
6/19/2015,35.875,899
6/20/2015,33.125,900
6/21/2015,30.375,901
6/22/2015,32.125,902
6/23/2015,31.5,903
6/24/2015,37.25,904
6/25/2015,26.625,905
6/26/2015,31.125,906
6/27/2015,32.625,907
6/28/2015,34.25,908
6/29/2015,31.125,909
6/30/2015,30.875,910
7/1/2015,32,911
7/2/2015,33.75,912
7/3/2015,33,913
7/4/2015,34.125,914
7/5/2015,35.71428571,915
7/6/2015,27.875,916
7/7/2015,28.125,917
7/8/2015,31.25,918
7/9/2015,29.625,919
7/10/2015,26.625,920
7/11/2015,25.5,921
7/12/2015,25.5,922
7/13/2015,29.875,923
7/14/2015,30.875,924
7/15/2015,33.375,925
7/16/2015,31.75,926
7/17/2015,30.75,927
7/18/2015,29.5,928
7/19/2015,30.125,929
7/20/2015,29.125,930
7/21/2015,31.375,931
7/22/2015,32.25,932
7/23/2015,32.125,933
7/24/2015,32,934
7/25/2015,30.85714286,935
7/26/2015,30,936
7/27/2015,29.625,937
7/28/2015,29.5,938
7/29/2015,28.5,939
7/30/2015,29,940
7/31/2015,29,941
8/1/2015,28.25,942
8/2/2015,29.625,943
8/3/2015,31.5,944
8/4/2015,29.42857143,945
8/5/2015,29.59375,946
8/6/2015,29.5,947
8/7/2015,29.25,948
8/8/2015,28.875,949
8/9/2015,27.375,950
8/10/2015,30.375,951
8/11/2015,28.375,952
8/12/2015,30.75,953
8/13/2015,32,954
8/14/2015,30.875,955
8/15/2015,28.5,956
8/16/2015,28.625,957
8/17/2015,30.75,958
8/18/2015,29.125,959
8/19/2015,31.25,960
8/20/2015,30.75,961
8/21/2015,29.375,962
8/22/2015,30.25,963
8/23/2015,29.875,964
8/24/2015,30.75,965
8/25/2015,32,966
8/26/2015,32,967
8/27/2015,32.5,968
8/28/2015,32,969
8/29/2015,32.25,970
8/30/2015,32.625,971
8/31/2015,31.85714286,972
9/1/2015,32.125,973
9/2/2015,31.875,974
9/3/2015,31.625,975
9/4/2015,32,976
9/5/2015,30.875,977
9/6/2015,31.25,978
9/7/2015,31.5,979
9/8/2015,31.625,980
9/9/2015,31,981
9/10/2015,31.25,982
9/11/2015,30.75,983
9/12/2015,32.14285714,984
9/13/2015,32.125,985
9/14/2015,31.875,986
9/15/2015,33,987
9/16/2015,32.375,988
9/17/2015,31.375,989
9/18/2015,31,990
9/19/2015,30.625,991
9/20/2015,29.14285714,992
9/21/2015,30.125,993
9/22/2015,30.25,994
9/23/2015,28.625,995
9/24/2015,28.25,996
9/25/2015,28.5,997
9/26/2015,29.25,998
9/27/2015,28.71428571,999
9/28/2015,28.25,1000
9/29/2015,29,1001
9/30/2015,29,1002
10/1/2015,28.125,1003
10/2/2015,28.28571429,1004
10/3/2015,30,1005
10/4/2015,29,1006
10/5/2015,28.875,1007
10/6/2015,28.375,1008
10/7/2015,28.625,1009
10/8/2015,28.375,1010
10/9/2015,28.5,1011
10/10/2015,28.5,1012
10/11/2015,28.57142857,1013
10/12/2015,29.25,1014
10/13/2015,29.5,1015
10/14/2015,28.125,1016
10/15/2015,27.5,1017
10/16/2015,27.875,1018
10/17/2015,28,1019
10/18/2015,26.85714286,1020
10/19/2015,28.14285714,1021
10/20/2015,27.71428571,1022
10/21/2015,26.5,1023
10/22/2015,24.75,1024
10/23/2015,24,1025
10/24/2015,24.875,1026
10/25/2015,26.375,1027
10/26/2015,25.625,1028
10/27/2015,24.75,1029
10/28/2015,20.875,1030
10/29/2015,22.125,1031
10/30/2015,22.375,1032
10/31/2015,22.375,1033
11/1/2015,22.875,1034
11/2/2015,23.375,1035
11/3/2015,24,1036
11/4/2015,23.75,1037
11/5/2015,22.125,1038
11/6/2015,22.875,1039
11/7/2015,21.875,1040
11/8/2015,21.875,1041
11/9/2015,21.75,1042
11/10/2015,22.75,1043
11/11/2015,21.875,1044
11/12/2015,21.875,1045
11/13/2015,22.375,1046
11/14/2015,22.375,1047
11/15/2015,22.5,1048
11/16/2015,21.875,1049
11/17/2015,19.875,1050
11/18/2015,18.5,1051
11/19/2015,18.5,1052
11/20/2015,18.5,1053
11/21/2015,18.75,1054
11/22/2015,18.625,1055
11/23/2015,17,1056
11/24/2015,18.5,1057
11/25/2015,19.375,1058
